date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:07:38	144879/144879	---M--	200	added ('OK')	image/jpeg	etag:%22679c9647-235ef%22	https://mannatthemes.com/approx/default/assets/images/extra/dashboards/metrica.jpg	C:/My%20Web%20Sites/cash-mamage/mannatthemes.com/approx/default/assets/images/extra/dashboards/metrica.jpg	(from https://mannatthemes.com/approx/default/advanced-ribbons.html)
01:07:40	23720/23720	---M--	200	added ('OK')	text/css	etag:%22679c9648-5ca8%22	https://mannatthemes.com/approx/default/assets/libs/sweetalert2/sweetalert2.min.css	C:/My%20Web%20Sites/cash-mamage/mannatthemes.com/approx/default/assets/libs/sweetalert2/sweetalert2.min.css	(from https://mannatthemes.com/approx/default/advanced-sweetalerts.html)
01:07:40	150651/150651	---M--	200	added ('OK')	image/jpeg	etag:%22679c9647-24c7b%22	https://mannatthemes.com/approx/default/assets/images/extra/dashboards/dastyle.jpg	C:/My%20Web%20Sites/cash-mamage/mannatthemes.com/approx/default/assets/images/extra/dashboards/dastyle.jpg	(from https://mannatthemes.com/approx/default/advanced-ribbons.html)
01:07:40	71750/71750	---M--	200	added ('OK')	text/css	etag:%22679c9647-11846%22	https://mannatthemes.com/approx/default/assets/libs/animate.css/animate.min.css	C:/My%20Web%20Sites/cash-mamage/mannatthemes.com/approx/default/assets/libs/animate.css/animate.min.css	(from https://mannatthemes.com/approx/default/advanced-sweetalerts.html)
01:07:41	52237/52237	---M--	200	added ('OK')	application/javascript	etag:%22679c9648-cc0d%22	https://mannatthemes.com/approx/default/assets/libs/sweetalert2/sweetalert2.min.js	C:/My%20Web%20Sites/cash-mamage/mannatthemes.com/approx/default/assets/libs/sweetalert2/sweetalert2.min.js	(from https://mannatthemes.com/approx/default/advanced-sweetalerts.html)
01:07:41	5603/5603	---M--	200	added ('OK')	application/javascript	etag:%22679c9647-15e3%22	https://mannatthemes.com/approx/default/assets/js/pages/sweet-alert.init.js	C:/My%20Web%20Sites/cash-mamage/mannatthemes.com/approx/default/assets/js/pages/sweet-alert.init.js	(from https://mannatthemes.com/approx/default/advanced-sweetalerts.html)
01:07:41	490/490	---M--	200	added ('OK')	application/javascript	etag:%22679c9647-1ea%22	https://mannatthemes.com/approx/default/assets/js/pages/toast.init.js	C:/My%20Web%20Sites/cash-mamage/mannatthemes.com/approx/default/assets/js/pages/toast.init.js	(from https://mannatthemes.com/approx/default/advanced-toasts.html)
01:07:42	7665/7665	---M--	200	added ('OK')	text/css	etag:%22679c9648-1df1%22	https://mannatthemes.com/approx/default/assets/libs/mobius1-selectr/selectr.min.css	C:/My%20Web%20Sites/cash-mamage/mannatthemes.com/approx/default/assets/libs/mobius1-selectr/selectr.min.css	(from https://mannatthemes.com/approx/default/forms-advanced.html)
01:07:42	1113/1113	---M--	200	added ('OK')	text/css	etag:%22679c9648-459%22	https://mannatthemes.com/approx/default/assets/libs/huebee/huebee.min.css	C:/My%20Web%20Sites/cash-mamage/mannatthemes.com/approx/default/assets/libs/huebee/huebee.min.css	(from https://mannatthemes.com/approx/default/forms-advanced.html)
01:07:42	4938/4938	---M--	200	added ('OK')	text/css	etag:%22679c9648-134a%22	https://mannatthemes.com/approx/default/assets/libs/vanillajs-datepicker/css/datepicker.min.css	C:/My%20Web%20Sites/cash-mamage/mannatthemes.com/approx/default/assets/libs/vanillajs-datepicker/css/datepicker.min.css	(from https://mannatthemes.com/approx/default/forms-advanced.html)
